Target location,Year,Crop,Predicted yield (BUacre)
AWUpGSoLMOQdgmLf,2010,Oats,49.98265075683594
AWUpGSoLMOQdgmLf,2011,Oats,27.867555618286133
AWUpGSoLMOQdgmLf,2012,Oats,58.27069854736328
AWUpGSoLMOQdgmLf,2013,Oats,33.69432830810547
AWUpGSoLMOQdgmLf,2014,Oats,35.62080383300781
AWUpGSoLMOQdgmLf,2015,Oats,35.16142272949219
AWUpGSoLMOQdgmLf,2016,Oats,61.9749755859375
AWUpGSoLMOQdgmLf,2017,Oats,37.97095489501953
AWUpGSoLMOQdgmLf,2018,Oats,46.49298095703125
AWUpGSoLMOQdgmLf,2019,Oats,42.177581787109375
AWUpGSoLMOQdgmLf,2020,Oats,13.623880386352539
AWUpGSoLMOQdgmLf,2021,Oats,48.19141387939453
AWUpGSoLMOQdgmLf,2022,Oats,47.284324645996094
bbgJkKcyqqeAoUmb,1973,Oats,47.55951690673828
bbgJkKcyqqeAoUmb,1974,Oats,37.93244934082031
bbgJkKcyqqeAoUmb,1975,Oats,41.107666015625
bbgJkKcyqqeAoUmb,1976,Oats,38.619537353515625
bbgJkKcyqqeAoUmb,1977,Oats,46.11595153808594
bbgJkKcyqqeAoUmb,1978,Oats,58.206207275390625
bbgJkKcyqqeAoUmb,1979,Oats,35.06592559814453
bbgJkKcyqqeAoUmb,1980,Oats,39.10008239746094
bbgJkKcyqqeAoUmb,1981,Oats,27.008440017700195
bbgJkKcyqqeAoUmb,1982,Oats,34.740753173828125
bbgJkKcyqqeAoUmb,1983,Oats,32.468894958496094
bbgJkKcyqqeAoUmb,1984,Oats,38.79267120361328
bbgJkKcyqqeAoUmb,1985,Oats,41.520912170410156
bbgJkKcyqqeAoUmb,1986,Oats,41.520912170410156
bbgJkKcyqqeAoUmb,1987,Oats,41.520912170410156
bbgJkKcyqqeAoUmb,1988,Oats,25.5827579498291
bbgJkKcyqqeAoUmb,1989,Oats,36.158302307128906
bbgJkKcyqqeAoUmb,1990,Oats,39.98249816894531
bbgJkKcyqqeAoUmb,1991,Oats,13.404438972473145
bbgJkKcyqqeAoUmb,1992,Oats,45.88428497314453
bbgJkKcyqqeAoUmb,1993,Oats,16.998796463012695
bbgJkKcyqqeAoUmb,1994,Oats,51.21800231933594
bbgJkKcyqqeAoUmb,1995,Oats,26.369237899780273
bbgJkKcyqqeAoUmb,1996,Oats,42.34326934814453
bbgJkKcyqqeAoUmb,1997,Oats,41.520912170410156
bbgJkKcyqqeAoUmb,1998,Oats,41.520912170410156
bbgJkKcyqqeAoUmb,1999,Oats,41.520912170410156
bbgJkKcyqqeAoUmb,2000,Oats,38.93665313720703
bbgJkKcyqqeAoUmb,2001,Oats,34.374488830566406
bbgJkKcyqqeAoUmb,2002,Oats,38.57292175292969
bbgJkKcyqqeAoUmb,2003,Oats,37.50939178466797
bbgJkKcyqqeAoUmb,2004,Oats,39.97309112548828
bbgJkKcyqqeAoUmb,2005,Oats,35.05006408691406
bbgJkKcyqqeAoUmb,2006,Oats,18.149551391601562
bbgJkKcyqqeAoUmb,2007,Oats,56.730499267578125
bbgJkKcyqqeAoUmb,2008,Oats,26.909006118774414
bbgJkKcyqqeAoUmb,2009,Oats,55.535316467285156
bbgJkKcyqqeAoUmb,2010,Oats,42.990379333496094
bbgJkKcyqqeAoUmb,2011,Oats,36.91840362548828
bbgJkKcyqqeAoUmb,2012,Oats,35.770355224609375
bbgJkKcyqqeAoUmb,2013,Oats,9.488751411437988
bbgJkKcyqqeAoUmb,2014,Oats,39.3603515625
bbgJkKcyqqeAoUmb,2015,Oats,61.983497619628906
bbgJkKcyqqeAoUmb,2016,Oats,51.02692413330078
bbgJkKcyqqeAoUmb,2017,Oats,32.62925720214844
bbgJkKcyqqeAoUmb,2018,Oats,31.02318000793457
bbgJkKcyqqeAoUmb,2019,Oats,31.38312339782715
bbgJkKcyqqeAoUmb,2020,Oats,19.77565574645996
bbgJkKcyqqeAoUmb,2021,Oats,35.41748809814453
bbgJkKcyqqeAoUmb,2022,Oats,38.67316436767578
bJfBssUbPvnDtmOe,2005,Oats,39.873687744140625
bJfBssUbPvnDtmOe,2006,Oats,53.510337829589844
bJfBssUbPvnDtmOe,2007,Oats,49.06835174560547
bJfBssUbPvnDtmOe,2008,Oats,63.31150817871094
bJfBssUbPvnDtmOe,2009,Oats,61.30126953125
bJfBssUbPvnDtmOe,2010,Oats,57.40846252441406
bJfBssUbPvnDtmOe,2011,Oats,38.709556579589844
bJfBssUbPvnDtmOe,2012,Oats,50.13921356201172
bJfBssUbPvnDtmOe,2013,Oats,32.65998077392578
bJfBssUbPvnDtmOe,2014,Oats,27.270097732543945
bJfBssUbPvnDtmOe,2015,Oats,62.022254943847656
bJfBssUbPvnDtmOe,2016,Oats,44.81410217285156
bJfBssUbPvnDtmOe,2017,Oats,49.40290832519531
bJfBssUbPvnDtmOe,2018,Oats,36.02532196044922
bJfBssUbPvnDtmOe,2019,Oats,36.712379455566406
bJfBssUbPvnDtmOe,2020,Oats,47.34356689453125
bJfBssUbPvnDtmOe,2021,Oats,41.67656707763672
bJfBssUbPvnDtmOe,2022,Oats,45.77941131591797
BLEPTCvUWUfqXlBZ,1998,Oats,44.34906768798828
BLEPTCvUWUfqXlBZ,1999,Oats,36.169944763183594
BLEPTCvUWUfqXlBZ,2000,Oats,23.78853988647461
BLEPTCvUWUfqXlBZ,2001,Oats,29.10395622253418
BLEPTCvUWUfqXlBZ,2002,Oats,20.69054412841797
BLEPTCvUWUfqXlBZ,2003,Oats,62.70360565185547
BLEPTCvUWUfqXlBZ,2004,Oats,41.93852996826172
BLEPTCvUWUfqXlBZ,2005,Oats,41.00836181640625
BLEPTCvUWUfqXlBZ,2006,Oats,20.78384017944336
BLEPTCvUWUfqXlBZ,2007,Oats,26.494035720825195
BLEPTCvUWUfqXlBZ,2008,Oats,9.646007537841797
BLEPTCvUWUfqXlBZ,2009,Oats,52.009239196777344
BLEPTCvUWUfqXlBZ,2010,Oats,57.29711151123047
BLEPTCvUWUfqXlBZ,2011,Oats,44.50806427001953
BLEPTCvUWUfqXlBZ,2012,Oats,18.877077102661133
BLEPTCvUWUfqXlBZ,2013,Oats,42.78367614746094
BLEPTCvUWUfqXlBZ,2014,Oats,35.326438903808594
BLEPTCvUWUfqXlBZ,2015,Oats,56.66778564453125
BLEPTCvUWUfqXlBZ,2016,Oats,67.20868682861328
BLEPTCvUWUfqXlBZ,2017,Oats,75.97103118896484
BLEPTCvUWUfqXlBZ,2018,Oats,61.73163604736328
BLEPTCvUWUfqXlBZ,2019,Oats,17.945547103881836
BLEPTCvUWUfqXlBZ,2020,Oats,65.67520904541016
BLEPTCvUWUfqXlBZ,2021,Oats,47.238380432128906
BLEPTCvUWUfqXlBZ,2022,Oats,44.12487030029297
blQNDrHzYqRtIosO,2010,Oats,41.520912170410156
blQNDrHzYqRtIosO,2011,Oats,33.877662658691406
blQNDrHzYqRtIosO,2012,Oats,27.461414337158203
blQNDrHzYqRtIosO,2013,Oats,13.963542938232422
blQNDrHzYqRtIosO,2014,Oats,22.222742080688477
blQNDrHzYqRtIosO,2015,Oats,59.97113800048828
blQNDrHzYqRtIosO,2016,Oats,56.0684814453125
blQNDrHzYqRtIosO,2017,Oats,45.092803955078125
blQNDrHzYqRtIosO,2018,Oats,31.91546630859375
blQNDrHzYqRtIosO,2019,Oats,31.643321990966797
blQNDrHzYqRtIosO,2020,Oats,48.634552001953125
blQNDrHzYqRtIosO,2021,Oats,8.086856842041016
blQNDrHzYqRtIosO,2022,Oats,39.08141326904297
BofeRsvmlMshSjdM,2009,Oats,40.07012939453125
BofeRsvmlMshSjdM,2010,Oats,56.50660705566406
BofeRsvmlMshSjdM,2011,Oats,59.49646759033203
BofeRsvmlMshSjdM,2012,Oats,58.26942443847656
BofeRsvmlMshSjdM,2013,Oats,31.224199295043945
BofeRsvmlMshSjdM,2014,Oats,58.7781982421875
BofeRsvmlMshSjdM,2015,Oats,66.60688018798828
BofeRsvmlMshSjdM,2016,Oats,56.84479522705078
BofeRsvmlMshSjdM,2017,Oats,55.94242858886719
BofeRsvmlMshSjdM,2018,Oats,53.55780792236328
BofeRsvmlMshSjdM,2019,Oats,32.55974578857422
BofeRsvmlMshSjdM,2020,Oats,27.776979446411133
BofeRsvmlMshSjdM,2021,Oats,46.783226013183594
BofeRsvmlMshSjdM,2022,Oats,50.75164031982422
bPMEvvoXITYrIihW,2006,Oats,14.781027793884277
bPMEvvoXITYrIihW,2007,Oats,39.152671813964844
bPMEvvoXITYrIihW,2008,Oats,42.39263153076172
bPMEvvoXITYrIihW,2009,Oats,20.779979705810547
bPMEvvoXITYrIihW,2010,Oats,27.453447341918945
bPMEvvoXITYrIihW,2011,Oats,30.013553619384766
bPMEvvoXITYrIihW,2012,Oats,23.785219192504883
bPMEvvoXITYrIihW,2013,Oats,12.519429206848145
bPMEvvoXITYrIihW,2014,Oats,23.10267448425293
bPMEvvoXITYrIihW,2015,Oats,20.729061126708984
bPMEvvoXITYrIihW,2016,Oats,47.260215759277344
bPMEvvoXITYrIihW,2017,Oats,33.959075927734375
bPMEvvoXITYrIihW,2018,Oats,35.09352111816406
bPMEvvoXITYrIihW,2019,Oats,21.07186508178711
bPMEvvoXITYrIihW,2020,Oats,29.36577033996582
bPMEvvoXITYrIihW,2021,Oats,8.47546672821045
bPMEvvoXITYrIihW,2022,Oats,37.37889862060547
bSPKHafUgTavIUPl,2010,Oats,41.520912170410156
bSPKHafUgTavIUPl,2011,Oats,40.462425231933594
bSPKHafUgTavIUPl,2012,Oats,36.89668273925781
bSPKHafUgTavIUPl,2013,Oats,13.234350204467773
bSPKHafUgTavIUPl,2014,Oats,23.163257598876953
bSPKHafUgTavIUPl,2015,Oats,32.52684020996094
bSPKHafUgTavIUPl,2016,Oats,43.85088348388672
bSPKHafUgTavIUPl,2017,Oats,34.31970977783203
bSPKHafUgTavIUPl,2018,Oats,30.485454559326172
bSPKHafUgTavIUPl,2019,Oats,33.37226104736328
bSPKHafUgTavIUPl,2020,Oats,43.354591369628906
bSPKHafUgTavIUPl,2021,Oats,19.915409088134766
bSPKHafUgTavIUPl,2022,Oats,38.09791564941406
bzgcvvwycngnHjEA,2014,Oats,40.15361785888672
bzgcvvwycngnHjEA,2015,Oats,31.085416793823242
bzgcvvwycngnHjEA,2016,Oats,61.68505096435547
bzgcvvwycngnHjEA,2017,Oats,34.82770538330078
bzgcvvwycngnHjEA,2018,Oats,37.110023498535156
bzgcvvwycngnHjEA,2019,Oats,18.679161071777344
bzgcvvwycngnHjEA,2020,Oats,12.768446922302246
bzgcvvwycngnHjEA,2021,Oats,34.58300018310547
bzgcvvwycngnHjEA,2022,Oats,39.13056945800781
cAyjmzDHhdjuVUTC,2020,Oats,31.25621795654297
cAyjmzDHhdjuVUTC,2021,Oats,34.60828399658203
cAyjmzDHhdjuVUTC,2022,Oats,48.89111328125
CdxZvVOxuPXBweCc,1953,Oats,32.75646209716797
CdxZvVOxuPXBweCc,1954,Oats,61.9559326171875
CdxZvVOxuPXBweCc,1955,Oats,50.705780029296875
CdxZvVOxuPXBweCc,1956,Oats,27.916370391845703
CdxZvVOxuPXBweCc,1957,Oats,42.549041748046875
CdxZvVOxuPXBweCc,1958,Oats,47.0596923828125
CdxZvVOxuPXBweCc,1959,Oats,37.97008514404297
CdxZvVOxuPXBweCc,1960,Oats,35.4571533203125
CdxZvVOxuPXBweCc,1961,Oats,37.73637390136719
CdxZvVOxuPXBweCc,1962,Oats,35.68415832519531
CdxZvVOxuPXBweCc,1963,Oats,55.77648162841797
CdxZvVOxuPXBweCc,1964,Oats,47.187774658203125
CdxZvVOxuPXBweCc,1965,Oats,13.589213371276855
CdxZvVOxuPXBweCc,1966,Oats,26.33641815185547
CdxZvVOxuPXBweCc,1967,Oats,45.58055877685547
CdxZvVOxuPXBweCc,1968,Oats,51.37919616699219
CdxZvVOxuPXBweCc,1969,Oats,38.234100341796875
CdxZvVOxuPXBweCc,1970,Oats,45.68414306640625
CdxZvVOxuPXBweCc,1971,Oats,53.35918426513672
CdxZvVOxuPXBweCc,1972,Oats,49.775543212890625
CdxZvVOxuPXBweCc,1973,Oats,47.58824920654297
CdxZvVOxuPXBweCc,1974,Oats,53.077308654785156
CdxZvVOxuPXBweCc,1975,Oats,42.691307067871094
CdxZvVOxuPXBweCc,1976,Oats,36.35954284667969
CdxZvVOxuPXBweCc,1977,Oats,45.864227294921875
CdxZvVOxuPXBweCc,1978,Oats,50.776763916015625
CdxZvVOxuPXBweCc,1979,Oats,54.2821044921875
CdxZvVOxuPXBweCc,1980,Oats,49.323272705078125
CdxZvVOxuPXBweCc,1981,Oats,51.58954620361328
CdxZvVOxuPXBweCc,1982,Oats,41.430152893066406
CdxZvVOxuPXBweCc,1983,Oats,42.71315002441406
CdxZvVOxuPXBweCc,1984,Oats,48.078338623046875
CdxZvVOxuPXBweCc,1985,Oats,54.30628204345703
CdxZvVOxuPXBweCc,1986,Oats,55.6922607421875
CdxZvVOxuPXBweCc,1987,Oats,24.257062911987305
CdxZvVOxuPXBweCc,1988,Oats,50.56517028808594
CdxZvVOxuPXBweCc,1989,Oats,20.438426971435547
CdxZvVOxuPXBweCc,1990,Oats,25.487512588500977
CdxZvVOxuPXBweCc,1991,Oats,34.09825134277344
CdxZvVOxuPXBweCc,1992,Oats,30.934223175048828
CdxZvVOxuPXBweCc,1993,Oats,45.75675964355469
CdxZvVOxuPXBweCc,1994,Oats,40.69996643066406
CdxZvVOxuPXBweCc,1995,Oats,54.08638000488281
CdxZvVOxuPXBweCc,1996,Oats,43.45500183105469
CdxZvVOxuPXBweCc,1997,Oats,18.933090209960938
CdxZvVOxuPXBweCc,1998,Oats,32.64447784423828
CdxZvVOxuPXBweCc,1999,Oats,53.702880859375
CdxZvVOxuPXBweCc,2000,Oats,47.909393310546875
CdxZvVOxuPXBweCc,2001,Oats,18.89716911315918
CdxZvVOxuPXBweCc,2002,Oats,18.25283432006836
CdxZvVOxuPXBweCc,2003,Oats,51.39165496826172
CdxZvVOxuPXBweCc,2004,Oats,48.026100158691406
CdxZvVOxuPXBweCc,2005,Oats,25.371732711791992
CdxZvVOxuPXBweCc,2006,Oats,70.23613739013672
CdxZvVOxuPXBweCc,2007,Oats,25.336246490478516
CdxZvVOxuPXBweCc,2008,Oats,17.011350631713867
CdxZvVOxuPXBweCc,2009,Oats,45.188690185546875
CdxZvVOxuPXBweCc,2010,Oats,54.65138244628906
CdxZvVOxuPXBweCc,2011,Oats,44.2579345703125
CdxZvVOxuPXBweCc,2012,Oats,60.25038146972656
CdxZvVOxuPXBweCc,2013,Oats,33.19176483154297
CdxZvVOxuPXBweCc,2014,Oats,30.371057510375977
CdxZvVOxuPXBweCc,2015,Oats,43.16069030761719
CdxZvVOxuPXBweCc,2016,Oats,61.89012145996094
CdxZvVOxuPXBweCc,2017,Oats,36.01019287109375
CdxZvVOxuPXBweCc,2018,Oats,55.07875061035156
CdxZvVOxuPXBweCc,2019,Oats,32.593345642089844
CdxZvVOxuPXBweCc,2020,Oats,39.028114318847656
CdxZvVOxuPXBweCc,2021,Oats,47.50053405761719
CdxZvVOxuPXBweCc,2022,Oats,51.43299865722656
cevoDvTDjXFFWikR,2010,Oats,40.063438415527344
cevoDvTDjXFFWikR,2011,Oats,33.26941680908203
cevoDvTDjXFFWikR,2012,Oats,34.74297332763672
cevoDvTDjXFFWikR,2013,Oats,12.30445384979248
cevoDvTDjXFFWikR,2014,Oats,23.278902053833008
cevoDvTDjXFFWikR,2015,Oats,51.33885955810547
cevoDvTDjXFFWikR,2016,Oats,54.183326721191406
cevoDvTDjXFFWikR,2017,Oats,28.834836959838867
cevoDvTDjXFFWikR,2018,Oats,31.338436126708984
cevoDvTDjXFFWikR,2019,Oats,33.112449645996094
cevoDvTDjXFFWikR,2020,Oats,40.517677307128906
cevoDvTDjXFFWikR,2021,Oats,22.655712127685547
cevoDvTDjXFFWikR,2022,Oats,38.39076232910156
CgAtUyRWoxLKvPjJ,1893,Oats,40.50233459472656
CgAtUyRWoxLKvPjJ,1894,Oats,32.566444396972656
CgAtUyRWoxLKvPjJ,1895,Oats,46.04883575439453
CgAtUyRWoxLKvPjJ,1896,Oats,42.480072021484375
CgAtUyRWoxLKvPjJ,1897,Oats,59.855194091796875
CgAtUyRWoxLKvPjJ,1898,Oats,49.150718688964844
CgAtUyRWoxLKvPjJ,1899,Oats,37.98351287841797
CgAtUyRWoxLKvPjJ,1900,Oats,30.917322158813477
CgAtUyRWoxLKvPjJ,1901,Oats,51.81635284423828
CgAtUyRWoxLKvPjJ,1902,Oats,50.44419860839844
CgAtUyRWoxLKvPjJ,1903,Oats,44.96568298339844
CgAtUyRWoxLKvPjJ,1904,Oats,39.12290954589844
CgAtUyRWoxLKvPjJ,1905,Oats,45.36723327636719
CgAtUyRWoxLKvPjJ,1906,Oats,43.26190185546875
CgAtUyRWoxLKvPjJ,1907,Oats,22.765859603881836
CgAtUyRWoxLKvPjJ,1908,Oats,11.890594482421875
CgAtUyRWoxLKvPjJ,1909,Oats,38.217857360839844
CgAtUyRWoxLKvPjJ,1910,Oats,47.34455108642578
CgAtUyRWoxLKvPjJ,1911,Oats,41.83042907714844
CgAtUyRWoxLKvPjJ,1912,Oats,27.823375701904297
CgAtUyRWoxLKvPjJ,1913,Oats,45.55335235595703
CgAtUyRWoxLKvPjJ,1914,Oats,20.235422134399414
CgAtUyRWoxLKvPjJ,1915,Oats,41.670372009277344
CgAtUyRWoxLKvPjJ,1916,Oats,52.32329559326172
CgAtUyRWoxLKvPjJ,1917,Oats,35.40586853027344
CgAtUyRWoxLKvPjJ,1918,Oats,27.60444450378418
CgAtUyRWoxLKvPjJ,1919,Oats,41.684410095214844
CgAtUyRWoxLKvPjJ,1920,Oats,34.192604064941406
CgAtUyRWoxLKvPjJ,1921,Oats,25.178709030151367
CgAtUyRWoxLKvPjJ,1922,Oats,27.3184814453125
CgAtUyRWoxLKvPjJ,1923,Oats,38.70359802246094
CgAtUyRWoxLKvPjJ,1924,Oats,46.52367401123047
CgAtUyRWoxLKvPjJ,1925,Oats,33.2381591796875
CgAtUyRWoxLKvPjJ,1926,Oats,15.928443908691406
CgAtUyRWoxLKvPjJ,1927,Oats,30.109294891357422
CgAtUyRWoxLKvPjJ,1928,Oats,13.712713241577148
CgAtUyRWoxLKvPjJ,1929,Oats,24.231748580932617
CgAtUyRWoxLKvPjJ,1930,Oats,14.305530548095703
CgAtUyRWoxLKvPjJ,1931,Oats,55.872581481933594
CgAtUyRWoxLKvPjJ,1932,Oats,36.45823669433594
