,0,1,2
41,zuWktVTnYICcsVFr,Corn Grain,87.3176040649414
42,zuWktVTnYICcsVFr,Corn Grain,145.33387756347656
43,zuWktVTnYICcsVFr,Corn Grain,146.24322509765625
44,zuWktVTnYICcsVFr,Corn Grain,143.15103149414062
45,zuWktVTnYICcsVFr,Corn Grain,114.784423828125
46,zuWktVTnYICcsVFr,Corn Grain,165.2799835205078
47,zuWktVTnYICcsVFr,Corn Grain,120.04436492919922
48,zuWktVTnYICcsVFr,Corn Grain,138.981689453125
49,zuWktVTnYICcsVFr,Corn Grain,116.19493865966797
50,zuWktVTnYICcsVFr,Corn Grain,157.97145080566406
51,zuWktVTnYICcsVFr,Corn Grain,146.54483032226562
52,zuWktVTnYICcsVFr,Corn Grain,171.6801300048828
53,zuWktVTnYICcsVFr,Corn Grain,181.48782348632812
54,zuWktVTnYICcsVFr,Corn Grain,156.8506622314453
55,zuWktVTnYICcsVFr,Corn Grain,165.72848510742188
56,zuWktVTnYICcsVFr,Corn Grain,171.18722534179688
57,zuWktVTnYICcsVFr,Corn Grain,168.0872344970703
58,zuWktVTnYICcsVFr,Corn Grain,155.30349731445312
59,zuWktVTnYICcsVFr,Corn Grain,193.06558227539062
60,zuWktVTnYICcsVFr,Corn Grain,182.50856018066406
61,zuWktVTnYICcsVFr,Corn Grain,183.5167999267578
62,zuWktVTnYICcsVFr,Corn Grain,164.62847900390625
63,zuWktVTnYICcsVFr,Corn Grain,187.23439025878906
64,zuWktVTnYICcsVFr,Corn Grain,187.57974243164062
65,zuWktVTnYICcsVFr,Corn Grain,196.89598083496094
66,zuWktVTnYICcsVFr,Corn Grain,172.41090393066406
67,zuWktVTnYICcsVFr,Corn Grain,115.03062438964844
68,zuWktVTnYICcsVFr,Corn Grain,110.27029418945312
69,zuWktVTnYICcsVFr,Corn Grain,128.79701232910156
70,zuWktVTnYICcsVFr,Corn Grain,133.041748046875
71,zuWktVTnYICcsVFr,Corn Grain,160.15499877929688
72,zuWktVTnYICcsVFr,Corn Grain,124.1102066040039
73,zuWktVTnYICcsVFr,Corn Grain,171.5144500732422
74,zuWktVTnYICcsVFr,Corn Grain,128.22743225097656
75,zuWktVTnYICcsVFr,Corn Grain,148.84939575195312
76,zuWktVTnYICcsVFr,Corn Grain,149.05911254882812
77,zuWktVTnYICcsVFr,Corn Grain,145.41018676757812
78,zuWktVTnYICcsVFr,Corn Grain,165.2886505126953
79,zuWktVTnYICcsVFr,Corn Grain,180.19189453125
80,zuWktVTnYICcsVFr,Corn Grain,181.89132690429688
81,zuWktVTnYICcsVFr,Corn Grain,158.50631713867188
82,zuWktVTnYICcsVFr,Corn Grain,185.3549346923828
83,zuWktVTnYICcsVFr,Corn Grain,159.2734375
84,zuWktVTnYICcsVFr,Corn Grain,79.83683776855469
85,zuWktVTnYICcsVFr,Corn Grain,121.5321044921875
86,zuWktVTnYICcsVFr,Corn Grain,127.28790283203125
87,zuWktVTnYICcsVFr,Corn Grain,134.60816955566406
88,zuWktVTnYICcsVFr,Corn Grain,104.22161865234375
89,zuWktVTnYICcsVFr,Corn Grain,119.09371948242188
90,zuWktVTnYICcsVFr,Corn Grain,84.62732696533203
91,zuWktVTnYICcsVFr,Corn Grain,114.06608581542969
92,zuWktVTnYICcsVFr,Corn Grain,117.74517059326172
93,zuWktVTnYICcsVFr,Corn Grain,109.71247863769531
94,zuWktVTnYICcsVFr,Corn Grain,87.22303009033203
95,zuWktVTnYICcsVFr,Corn Grain,133.97857666015625
96,zuWktVTnYICcsVFr,Corn Grain,135.94822692871094
97,zuWktVTnYICcsVFr,Corn Grain,137.9178924560547
98,zuWktVTnYICcsVFr,Corn Grain,139.88755798339844
99,zuWktVTnYICcsVFr,Corn Grain,141.85720825195312
100,zuWktVTnYICcsVFr,Corn Grain,143.82687377929688
101,zuWktVTnYICcsVFr,Corn Grain,145.79653930664062
102,zuWktVTnYICcsVFr,Corn Grain,147.76620483398438
103,zuWktVTnYICcsVFr,Corn Grain,149.73587036132812
104,zuWktVTnYICcsVFr,Corn Grain,151.70553588867188
105,zuWktVTnYICcsVFr,Corn Grain,153.67520141601562
106,zuWktVTnYICcsVFr,Corn Grain,155.64486694335938
107,zuWktVTnYICcsVFr,Corn Grain,157.61451721191406
108,zuWktVTnYICcsVFr,Corn Grain,159.5841827392578
109,zuWktVTnYICcsVFr,Corn Grain,161.5538330078125
110,zuWktVTnYICcsVFr,Corn Grain,163.52349853515625
111,zuWktVTnYICcsVFr,Corn Grain,165.4931640625
112,zuWktVTnYICcsVFr,Corn Grain,167.46282958984375
113,zuWktVTnYICcsVFr,Corn Grain,169.4324951171875
114,zuWktVTnYICcsVFr,Corn Grain,171.40216064453125
115,zuWktVTnYICcsVFr,Corn Grain,173.371826171875
116,zuWktVTnYICcsVFr,Corn Grain,175.3414764404297
117,zuWktVTnYICcsVFr,Corn Grain,177.31114196777344
118,zuWktVTnYICcsVFr,Corn Grain,179.2808074951172
119,zuWktVTnYICcsVFr,Corn Grain,181.25047302246094
120,zuWktVTnYICcsVFr,Corn Grain,187.31544494628906
121,zuWktVTnYICcsVFr,Corn Grain,110.71825408935547
122,zuWktVTnYICcsVFr,Corn Grain,123.11140441894531
123,zuWktVTnYICcsVFr,Corn Grain,121.50989532470703
124,zuWktVTnYICcsVFr,Corn Grain,137.463134765625
125,zuWktVTnYICcsVFr,Corn Grain,158.20445251464844
126,zuWktVTnYICcsVFr,Corn Grain,146.75270080566406
127,zuWktVTnYICcsVFr,Corn Grain,180.7190704345703
128,zuWktVTnYICcsVFr,Corn Grain,175.56788635253906
129,zuWktVTnYICcsVFr,Corn Grain,167.60409545898438
130,zuWktVTnYICcsVFr,Corn Grain,145.74722290039062
131,zuWktVTnYICcsVFr,Corn Grain,141.80203247070312
132,zuWktVTnYICcsVFr,Corn Grain,138.74258422851562
133,zuWktVTnYICcsVFr,Corn Grain,175.35647583007812
134,zuWktVTnYICcsVFr,Corn Grain,85.37919616699219
135,zuWktVTnYICcsVFr,Corn Grain,108.0754623413086
136,zuWktVTnYICcsVFr,Corn Grain,141.14053344726562
137,zuWktVTnYICcsVFr,Corn Grain,180.72975158691406
138,zuWktVTnYICcsVFr,Corn Grain,133.37533569335938
139,zuWktVTnYICcsVFr,Corn Grain,141.87173461914062
140,zuWktVTnYICcsVFr,Corn Grain,169.15960693359375
141,zuWktVTnYICcsVFr,Corn Grain,113.56871032714844
142,zuWktVTnYICcsVFr,Corn Grain,138.0137176513672
143,zuWktVTnYICcsVFr,Corn Grain,157.1538848876953
144,zuWktVTnYICcsVFr,Corn Grain,181.1402587890625
145,zuWktVTnYICcsVFr,Corn Grain,175.83807373046875
146,zuWktVTnYICcsVFr,Corn Grain,178.29443359375
147,zuWktVTnYICcsVFr,Corn Grain,165.56214904785156
148,zuWktVTnYICcsVFr,Corn Grain,154.3839111328125
149,zuWktVTnYICcsVFr,Corn Grain,133.77239990234375
150,zuWktVTnYICcsVFr,Corn Grain,173.8951416015625
151,zuWktVTnYICcsVFr,Corn Grain,178.37313842773438
152,zuWktVTnYICcsVFr,Corn Grain,156.3362274169922
153,zuWktVTnYICcsVFr,Corn Grain,154.23374938964844
154,zuWktVTnYICcsVFr,Corn Grain,165.34402465820312
155,zuWktVTnYICcsVFr,Corn Grain,135.787353515625
156,zuWktVTnYICcsVFr,Corn Grain,135.7869415283203
157,zuWktVTnYICcsVFr,Corn Grain,166.51329040527344
158,zuWktVTnYICcsVFr,Corn Grain,168.79371643066406
159,zuWktVTnYICcsVFr,Corn Grain,145.37118530273438
160,zuWktVTnYICcsVFr,Corn Grain,139.82041931152344
161,zuWktVTnYICcsVFr,Corn Grain,160.44979858398438
162,zuWktVTnYICcsVFr,Corn Grain,173.45518493652344
163,zuWktVTnYICcsVFr,Corn Grain,211.77593994140625
164,zuWktVTnYICcsVFr,Corn Grain,167.1933135986328
165,zuWktVTnYICcsVFr,Corn Grain,156.52685546875
166,zuWktVTnYICcsVFr,Corn Grain,184.75619506835938
167,zuWktVTnYICcsVFr,Corn Grain,183.8700714111328
168,zuWktVTnYICcsVFr,Corn Grain,165.91067504882812
169,zuWktVTnYICcsVFr,Corn Grain,71.40215301513672
170,zuWktVTnYICcsVFr,Corn Grain,59.165313720703125
171,zuWktVTnYICcsVFr,Corn Grain,62.95934295654297
172,zuWktVTnYICcsVFr,Corn Grain,72.75675201416016
173,zuWktVTnYICcsVFr,Corn Grain,45.44283676147461
174,zuWktVTnYICcsVFr,Corn Grain,78.83537292480469
175,zuWktVTnYICcsVFr,Corn Grain,47.128448486328125
176,zuWktVTnYICcsVFr,Corn Grain,53.135921478271484
177,zuWktVTnYICcsVFr,Corn Grain,86.53980255126953
178,zuWktVTnYICcsVFr,Corn Grain,66.83783721923828
179,zuWktVTnYICcsVFr,Corn Grain,125.26570129394531
180,zuWktVTnYICcsVFr,Corn Grain,79.54231262207031
181,zuWktVTnYICcsVFr,Corn Grain,110.34261322021484
182,zuWktVTnYICcsVFr,Corn Grain,112.3122787475586
183,zuWktVTnYICcsVFr,Corn Grain,114.28193664550781
184,zuWktVTnYICcsVFr,Corn Grain,58.65971374511719
185,zuWktVTnYICcsVFr,Corn Grain,37.671512603759766
186,zuWktVTnYICcsVFr,Corn Grain,124.92630004882812
187,zuWktVTnYICcsVFr,Corn Grain,124.19971466064453
188,zuWktVTnYICcsVFr,Corn Grain,102.42401885986328
189,zuWktVTnYICcsVFr,Corn Grain,114.96650695800781
190,zuWktVTnYICcsVFr,Corn Grain,125.27622985839844
191,zuWktVTnYICcsVFr,Corn Grain,99.5771255493164
192,zuWktVTnYICcsVFr,Corn Grain,115.90984344482422
193,zuWktVTnYICcsVFr,Corn Grain,133.97857666015625
194,zuWktVTnYICcsVFr,Corn Grain,135.94822692871094
195,zuWktVTnYICcsVFr,Corn Grain,137.9178924560547
196,zuWktVTnYICcsVFr,Corn Grain,147.83731079101562
197,zuWktVTnYICcsVFr,Corn Grain,127.20831298828125
198,zuWktVTnYICcsVFr,Corn Grain,118.88607788085938
199,zuWktVTnYICcsVFr,Corn Grain,140.568603515625
200,zuWktVTnYICcsVFr,Corn Grain,117.76750946044922
201,zuWktVTnYICcsVFr,Corn Grain,129.1110382080078
202,zuWktVTnYICcsVFr,Corn Grain,123.8760986328125
203,zuWktVTnYICcsVFr,Corn Grain,111.0635986328125
204,zuWktVTnYICcsVFr,Corn Grain,127.39678955078125
205,zuWktVTnYICcsVFr,Corn Grain,106.27521514892578
206,zuWktVTnYICcsVFr,Corn Grain,157.04977416992188
207,zuWktVTnYICcsVFr,Corn Grain,107.02723693847656
208,zuWktVTnYICcsVFr,Corn Grain,142.0265655517578
209,zuWktVTnYICcsVFr,Corn Grain,118.17140197753906
210,zuWktVTnYICcsVFr,Corn Grain,140.92189025878906
211,zuWktVTnYICcsVFr,Corn Grain,160.01829528808594
212,zuWktVTnYICcsVFr,Corn Grain,144.37037658691406
213,zuWktVTnYICcsVFr,Corn Grain,153.83877563476562
214,zuWktVTnYICcsVFr,Corn Grain,167.4751739501953
215,zuWktVTnYICcsVFr,Corn Grain,158.99618530273438
216,zuWktVTnYICcsVFr,Corn Grain,157.34127807617188
217,zuWktVTnYICcsVFr,Corn Grain,106.38966369628906
218,zuWktVTnYICcsVFr,Corn Grain,139.33645629882812
219,zuWktVTnYICcsVFr,Corn Grain,158.67945861816406
220,zuWktVTnYICcsVFr,Corn Grain,139.14175415039062
221,zuWktVTnYICcsVFr,Corn Grain,125.08370208740234
222,zuWktVTnYICcsVFr,Corn Grain,179.82794189453125
223,zuWktVTnYICcsVFr,Corn Grain,182.56466674804688
224,zuWktVTnYICcsVFr,Corn Grain,161.2469482421875
225,zuWktVTnYICcsVFr,Corn Grain,154.00985717773438
226,zuWktVTnYICcsVFr,Corn Grain,153.4229736328125
227,zuWktVTnYICcsVFr,Corn Grain,161.21900939941406
228,zuWktVTnYICcsVFr,Corn Grain,161.73345947265625
229,zuWktVTnYICcsVFr,Corn Grain,177.87557983398438
230,zuWktVTnYICcsVFr,Corn Grain,173.26043701171875
231,zuWktVTnYICcsVFr,Corn Grain,161.58824157714844
232,zuWktVTnYICcsVFr,Corn Grain,128.53228759765625
233,zuWktVTnYICcsVFr,Corn Grain,133.41107177734375
234,zuWktVTnYICcsVFr,Corn Grain,154.66903686523438
235,zuWktVTnYICcsVFr,Corn Grain,156.36495971679688
236,zuWktVTnYICcsVFr,Corn Grain,177.992919921875
237,zuWktVTnYICcsVFr,Corn Grain,154.8187255859375
238,zuWktVTnYICcsVFr,Corn Grain,138.3907012939453
239,zuWktVTnYICcsVFr,Corn Grain,163.460205078125
240,zuWktVTnYICcsVFr,Corn Grain,114.06888580322266
241,zuWktVTnYICcsVFr,Corn Grain,165.42599487304688
242,zuWktVTnYICcsVFr,Corn Grain,123.2020492553711
243,zuWktVTnYICcsVFr,Corn Grain,136.630126953125
244,zuWktVTnYICcsVFr,Corn Grain,140.2024688720703
245,zuWktVTnYICcsVFr,Corn Grain,172.02688598632812
246,zuWktVTnYICcsVFr,Corn Grain,155.53372192382812
247,zuWktVTnYICcsVFr,Corn Grain,144.72796630859375
248,zuWktVTnYICcsVFr,Corn Grain,175.6338348388672
249,zuWktVTnYICcsVFr,Corn Grain,160.13880920410156
250,zuWktVTnYICcsVFr,Corn Grain,163.74359130859375
251,zuWktVTnYICcsVFr,Corn Grain,172.01699829101562
252,zuWktVTnYICcsVFr,Corn Grain,136.69334411621094
253,zuWktVTnYICcsVFr,Corn Grain,161.02041625976562
254,zuWktVTnYICcsVFr,Corn Grain,175.05264282226562
255,zuWktVTnYICcsVFr,Corn Grain,177.05873107910156
256,zuWktVTnYICcsVFr,Corn Grain,184.19070434570312
257,zuWktVTnYICcsVFr,Corn Grain,174.57437133789062
258,zuWktVTnYICcsVFr,Corn Grain,183.88877868652344
259,zuWktVTnYICcsVFr,Corn Grain,189.25216674804688
260,zuWktVTnYICcsVFr,Corn Grain,183.48947143554688
261,zuWktVTnYICcsVFr,Corn Grain,167.7220458984375
262,zuWktVTnYICcsVFr,Corn Grain,159.5841827392578
263,zuWktVTnYICcsVFr,Corn Grain,110.96627807617188
264,zuWktVTnYICcsVFr,Corn Grain,144.7012481689453
265,zuWktVTnYICcsVFr,Corn Grain,121.50435638427734
266,zuWktVTnYICcsVFr,Corn Grain,110.43339538574219
267,zuWktVTnYICcsVFr,Corn Grain,150.50917053222656
268,zuWktVTnYICcsVFr,Corn Grain,140.0517578125
269,zuWktVTnYICcsVFr,Corn Grain,182.3145294189453
270,zuWktVTnYICcsVFr,Corn Grain,173.4203643798828
271,zuWktVTnYICcsVFr,Corn Grain,129.7702178955078
272,zuWktVTnYICcsVFr,Corn Grain,123.71129608154297
273,zuWktVTnYICcsVFr,Corn Grain,98.74308776855469
274,zuWktVTnYICcsVFr,Corn Grain,141.12928771972656
275,zuWktVTnYICcsVFr,Corn Grain,171.9170684814453
276,zuWktVTnYICcsVFr,Corn Grain,161.94654846191406
277,zuWktVTnYICcsVFr,Corn Grain,167.1387481689453
278,zuWktVTnYICcsVFr,Corn Grain,145.0970458984375
279,zuWktVTnYICcsVFr,Corn Grain,169.8172607421875
280,zuWktVTnYICcsVFr,Corn Grain,157.55223083496094
281,zuWktVTnYICcsVFr,Corn Grain,154.94650268554688
282,zuWktVTnYICcsVFr,Corn Grain,181.35708618164062
283,zuWktVTnYICcsVFr,Corn Grain,193.62942504882812
284,zuWktVTnYICcsVFr,Corn Grain,168.95330810546875
285,zuWktVTnYICcsVFr,Corn Grain,177.45188903808594
286,zuWktVTnYICcsVFr,Corn Grain,187.87527465820312
287,zuWktVTnYICcsVFr,Corn Grain,203.06900024414062
288,zuWktVTnYICcsVFr,Corn Grain,164.1793212890625
289,zuWktVTnYICcsVFr,Corn Grain,136.35977172851562
290,zuWktVTnYICcsVFr,Corn Grain,64.13399505615234
291,zuWktVTnYICcsVFr,Corn Grain,125.29014587402344
292,zuWktVTnYICcsVFr,Corn Grain,127.91654968261719
293,zuWktVTnYICcsVFr,Corn Grain,118.23973846435547
294,zuWktVTnYICcsVFr,Corn Grain,120.44052124023438
295,zuWktVTnYICcsVFr,Corn Grain,132.01722717285156
296,zuWktVTnYICcsVFr,Corn Grain,124.40895080566406
297,zuWktVTnYICcsVFr,Corn Grain,114.20079040527344
298,zuWktVTnYICcsVFr,Corn Grain,149.4929962158203
299,zuWktVTnYICcsVFr,Corn Grain,134.3074493408203
300,zuWktVTnYICcsVFr,Corn Grain,139.47476196289062
301,zuWktVTnYICcsVFr,Corn Grain,140.31227111816406
302,zuWktVTnYICcsVFr,Corn Grain,136.90611267089844
303,zuWktVTnYICcsVFr,Corn Grain,132.4441375732422
304,zuWktVTnYICcsVFr,Corn Grain,98.942138671875
305,zuWktVTnYICcsVFr,Corn Grain,139.22091674804688
306,zuWktVTnYICcsVFr,Corn Grain,159.5841827392578
307,zuWktVTnYICcsVFr,Corn Grain,109.70037078857422
308,zuWktVTnYICcsVFr,Corn Grain,132.61781311035156
309,zuWktVTnYICcsVFr,Corn Grain,120.5436019897461
310,zuWktVTnYICcsVFr,Corn Grain,111.99059295654297
311,zuWktVTnYICcsVFr,Corn Grain,154.05535888671875
312,zuWktVTnYICcsVFr,Corn Grain,143.38043212890625
313,zuWktVTnYICcsVFr,Corn Grain,160.17210388183594
314,zuWktVTnYICcsVFr,Corn Grain,140.70179748535156
315,zuWktVTnYICcsVFr,Corn Grain,125.901123046875
316,zuWktVTnYICcsVFr,Corn Grain,122.50680541992188
317,zuWktVTnYICcsVFr,Corn Grain,118.25127410888672
318,zuWktVTnYICcsVFr,Corn Grain,138.67974853515625
319,zuWktVTnYICcsVFr,Corn Grain,178.44558715820312
320,zuWktVTnYICcsVFr,Corn Grain,151.56796264648438
321,zuWktVTnYICcsVFr,Corn Grain,153.93490600585938
322,zuWktVTnYICcsVFr,Corn Grain,148.2227783203125
323,zuWktVTnYICcsVFr,Corn Grain,162.0875701904297
324,zuWktVTnYICcsVFr,Corn Grain,162.2747802734375
325,zuWktVTnYICcsVFr,Corn Grain,152.0869903564453
326,zuWktVTnYICcsVFr,Corn Grain,141.35382080078125
327,zuWktVTnYICcsVFr,Corn Grain,138.69390869140625
328,zuWktVTnYICcsVFr,Corn Grain,157.78875732421875
329,zuWktVTnYICcsVFr,Corn Grain,148.02874755859375
330,zuWktVTnYICcsVFr,Corn Grain,166.8220977783203
331,zuWktVTnYICcsVFr,Corn Grain,66.893798828125
332,zuWktVTnYICcsVFr,Corn Grain,44.570716857910156
333,zuWktVTnYICcsVFr,Corn Grain,38.99095916748047
334,zuWktVTnYICcsVFr,Corn Grain,39.401100158691406
335,zuWktVTnYICcsVFr,Corn Grain,40.80610656738281
336,zuWktVTnYICcsVFr,Corn Grain,45.949012756347656
337,zuWktVTnYICcsVFr,Corn Grain,46.31781768798828
338,zuWktVTnYICcsVFr,Corn Grain,52.644989013671875
339,zuWktVTnYICcsVFr,Corn Grain,56.40835952758789
340,zuWktVTnYICcsVFr,Corn Grain,55.262367248535156
341,zuWktVTnYICcsVFr,Corn Grain,55.30458068847656
342,zuWktVTnYICcsVFr,Corn Grain,56.606178283691406
343,zuWktVTnYICcsVFr,Corn Grain,55.98420715332031
344,zuWktVTnYICcsVFr,Corn Grain,59.30013656616211
345,zuWktVTnYICcsVFr,Corn Grain,63.516639709472656
346,zuWktVTnYICcsVFr,Corn Grain,65.81962585449219
347,zuWktVTnYICcsVFr,Corn Grain,67.0087890625
348,zuWktVTnYICcsVFr,Corn Grain,70.0721435546875
349,zuWktVTnYICcsVFr,Corn Grain,70.04291534423828
350,zuWktVTnYICcsVFr,Corn Grain,83.92008972167969
351,zuWktVTnYICcsVFr,Corn Grain,82.58639526367188
352,zuWktVTnYICcsVFr,Corn Grain,44.96708679199219
353,zuWktVTnYICcsVFr,Corn Grain,61.11325454711914
354,zuWktVTnYICcsVFr,Corn Grain,86.56109619140625
355,zuWktVTnYICcsVFr,Corn Grain,112.71295166015625
356,zuWktVTnYICcsVFr,Corn Grain,87.36357116699219
357,zuWktVTnYICcsVFr,Corn Grain,94.76467895507812
358,zuWktVTnYICcsVFr,Corn Grain,92.05313873291016
359,zuWktVTnYICcsVFr,Corn Grain,106.82256317138672
360,zuWktVTnYICcsVFr,Corn Grain,88.45036315917969
361,zuWktVTnYICcsVFr,Corn Grain,101.02261352539062
362,zuWktVTnYICcsVFr,Corn Grain,100.27159881591797
363,zuWktVTnYICcsVFr,Corn Grain,116.73312377929688
364,zuWktVTnYICcsVFr,Corn Grain,106.9197998046875
365,zuWktVTnYICcsVFr,Corn Grain,149.5735321044922
366,zuWktVTnYICcsVFr,Corn Grain,110.37018585205078
367,zuWktVTnYICcsVFr,Corn Grain,69.72948455810547
368,zuWktVTnYICcsVFr,Corn Grain,145.0606689453125
369,zuWktVTnYICcsVFr,Corn Grain,126.8466796875
370,zuWktVTnYICcsVFr,Corn Grain,120.06399536132812
371,zuWktVTnYICcsVFr,Corn Grain,119.66748809814453
372,zuWktVTnYICcsVFr,Corn Grain,121.02984619140625
373,zuWktVTnYICcsVFr,Corn Grain,115.87367248535156
374,zuWktVTnYICcsVFr,Corn Grain,121.4791488647461
375,zuWktVTnYICcsVFr,Corn Grain,88.52680206298828
376,zuWktVTnYICcsVFr,Corn Grain,153.25401306152344
377,zuWktVTnYICcsVFr,Corn Grain,147.83346557617188
378,zuWktVTnYICcsVFr,Corn Grain,148.9186553955078
379,zuWktVTnYICcsVFr,Corn Grain,148.92758178710938
380,zuWktVTnYICcsVFr,Corn Grain,165.165283203125
381,zuWktVTnYICcsVFr,Corn Grain,116.27892303466797
382,zuWktVTnYICcsVFr,Corn Grain,137.109619140625
383,zuWktVTnYICcsVFr,Corn Grain,150.94943237304688
384,zuWktVTnYICcsVFr,Corn Grain,149.55075073242188
385,zuWktVTnYICcsVFr,Corn Grain,147.81072998046875
386,zuWktVTnYICcsVFr,Corn Grain,168.58204650878906
387,zuWktVTnYICcsVFr,Corn Grain,152.20834350585938
388,zuWktVTnYICcsVFr,Corn Grain,155.8802032470703
389,zuWktVTnYICcsVFr,Corn Grain,163.88368225097656
390,zuWktVTnYICcsVFr,Corn Grain,172.09535217285156
391,zuWktVTnYICcsVFr,Corn Grain,150.12969970703125
392,zuWktVTnYICcsVFr,Corn Grain,157.8032989501953
393,zuWktVTnYICcsVFr,Corn Grain,170.29949951171875
394,zuWktVTnYICcsVFr,Corn Grain,179.5856170654297
395,zuWktVTnYICcsVFr,Corn Grain,184.47227478027344
396,zuWktVTnYICcsVFr,Corn Grain,168.8889617919922
397,zuWktVTnYICcsVFr,Corn Grain,181.4948272705078
398,zuWktVTnYICcsVFr,Corn Grain,191.0999755859375
399,zuWktVTnYICcsVFr,Corn Grain,179.18231201171875
400,zuWktVTnYICcsVFr,Corn Grain,168.43548583984375
401,zuWktVTnYICcsVFr,Corn Grain,172.8095245361328
402,zuWktVTnYICcsVFr,Corn Grain,177.75576782226562
403,zuWktVTnYICcsVFr,Corn Grain,116.37268829345703
404,zuWktVTnYICcsVFr,Corn Grain,132.19224548339844
405,zuWktVTnYICcsVFr,Corn Grain,116.41082763671875
406,zuWktVTnYICcsVFr,Corn Grain,144.92919921875
407,zuWktVTnYICcsVFr,Corn Grain,166.06423950195312
408,zuWktVTnYICcsVFr,Corn Grain,143.10409545898438
409,zuWktVTnYICcsVFr,Corn Grain,175.66165161132812
410,zuWktVTnYICcsVFr,Corn Grain,132.66119384765625
411,zuWktVTnYICcsVFr,Corn Grain,153.38136291503906
412,zuWktVTnYICcsVFr,Corn Grain,119.70852661132812
413,zuWktVTnYICcsVFr,Corn Grain,144.4597930908203
414,zuWktVTnYICcsVFr,Corn Grain,-90.25472259521484
415,zuWktVTnYICcsVFr,Corn Grain,-123.32572937011719
416,zuWktVTnYICcsVFr,Corn Grain,-80.52073669433594
417,zuWktVTnYICcsVFr,Corn Grain,-73.2480697631836
418,zuWktVTnYICcsVFr,Corn Grain,-71.98783874511719
419,zuWktVTnYICcsVFr,Corn Grain,-91.27710723876953
420,zuWktVTnYICcsVFr,Corn Grain,-87.39117431640625
421,zuWktVTnYICcsVFr,Corn Grain,-68.61463165283203
422,zuWktVTnYICcsVFr,Corn Grain,-68.40841674804688
423,zuWktVTnYICcsVFr,Corn Grain,-74.63297271728516
424,zuWktVTnYICcsVFr,Corn Grain,-62.647544860839844
425,zuWktVTnYICcsVFr,Corn Grain,-61.11323928833008
426,zuWktVTnYICcsVFr,Corn Grain,-56.168704986572266
427,zuWktVTnYICcsVFr,Corn Grain,-56.1799201965332
428,zuWktVTnYICcsVFr,Corn Grain,-61.65648651123047
429,zuWktVTnYICcsVFr,Corn Grain,-52.455501556396484
430,zuWktVTnYICcsVFr,Corn Grain,-54.12666320800781
431,zuWktVTnYICcsVFr,Corn Grain,-80.24395751953125
432,zuWktVTnYICcsVFr,Corn Grain,-45.546142578125
433,zuWktVTnYICcsVFr,Corn Grain,-74.87655639648438
434,zuWktVTnYICcsVFr,Corn Grain,-43.92890548706055
435,zuWktVTnYICcsVFr,Corn Grain,-40.112022399902344
436,zuWktVTnYICcsVFr,Corn Grain,-36.285770416259766
